0,0.0,70.0
0,0.1,70.0
0,0.2,70.0
0,0.30000000000000004,70.0
0,0.4,70.0
0,0.5,70.0
0,0.6000000000000001,70.0
0,0.7000000000000001,70.0
0,0.8,70.0
0,0.8200000000000001,70.0
0,0.8400000000000001,70.0
0,0.8600000000000001,70.0
0,0.8800000000000001,70.0
0,0.9000000000000001,70.0
0,0.9200000000000002,70.0
0,0.9400000000000002,70.0
0,0.9600000000000002,70.0
0,0.9800000000000002,70.0
0,1.0000000000000002,70.0
20,0.0,70.0
20,0.1,70.0
20,0.2,70.0
20,0.30000000000000004,70.0
20,0.4,70.0
20,0.5,70.0
20,0.6000000000000001,70.0
20,0.7000000000000001,70.0
20,0.8,70.0
20,0.8200000000000001,70.0
20,0.8400000000000001,70.0
20,0.8600000000000001,70.0
20,0.8800000000000001,70.0
20,0.9000000000000001,70.0
20,0.9200000000000002,70.0
20,0.9400000000000002,70.0
20,0.9600000000000002,70.0
20,0.9800000000000002,70.0
20,1.0000000000000002,70.0
40,0.0,70.0
40,0.1,70.0
40,0.2,70.0
40,0.30000000000000004,70.0
40,0.4,70.0
40,0.5,70.0
40,0.6000000000000001,70.0
40,0.7000000000000001,70.0
40,0.8,70.0
40,0.8200000000000001,70.0
40,0.8400000000000001,70.0
40,0.8600000000000001,70.0
40,0.8800000000000001,70.0
40,0.9000000000000001,70.0
40,0.9200000000000002,70.0
40,0.9400000000000002,70.0
40,0.9600000000000002,70.0
40,0.9800000000000002,70.0
40,1.0000000000000002,70.0
60,0.0,70.0
60,0.1,70.0
60,0.2,70.0
60,0.30000000000000004,70.0
60,0.4,70.0
60,0.5,70.0
60,0.6000000000000001,70.0
60,0.7000000000000001,70.0
60,0.8,70.0
60,0.8200000000000001,70.0
60,0.8400000000000001,70.0
60,0.8600000000000001,70.0
60,0.8800000000000001,70.0
60,0.9000000000000001,70.0
60,0.9200000000000002,70.0
60,0.9400000000000002,70.0
60,0.9600000000000002,70.0
60,0.9800000000000002,70.0
60,1.0000000000000002,68.6
80,0.0,70.0
80,0.1,70.0
80,0.2,70.0
80,0.30000000000000004,70.0
80,0.4,70.0
80,0.5,70.0
80,0.6000000000000001,70.0
80,0.7000000000000001,70.0
80,0.8,70.0
80,0.8200000000000001,70.0
80,0.8400000000000001,70.0
80,0.8600000000000001,70.0
80,0.8800000000000001,70.0
80,0.9000000000000001,70.0
80,0.9200000000000002,70.0
80,0.9400000000000002,70.0
80,0.9600000000000002,70.0
80,0.9800000000000002,70.0
80,1.0000000000000002,66.35549999999975
100,0.0,70.0
100,0.1,70.0
100,0.2,70.0
100,0.30000000000000004,70.0
100,0.4,70.0
100,0.5,70.0
100,0.6000000000000001,70.0
100,0.7000000000000001,70.0
100,0.8,70.0
100,0.8200000000000001,70.0
100,0.8400000000000001,70.0
100,0.8600000000000001,70.0
100,0.8800000000000001,70.0
100,0.9000000000000001,70.0
100,0.9200000000000002,70.0
100,0.9400000000000002,70.0
100,0.9600000000000002,70.0
100,0.9800000000000002,70.0
100,1.0000000000000002,64.97549999999978
120,0.0,70.0
120,0.1,70.0
120,0.2,70.0
120,0.30000000000000004,70.0
120,0.4,70.0
120,0.5,70.0
120,0.6000000000000001,70.0
120,0.7000000000000001,70.0
120,0.8,70.0
120,0.8200000000000001,70.0
120,0.8400000000000001,70.0
120,0.8600000000000001,70.0
120,0.8800000000000001,70.0
120,0.9000000000000001,70.0
120,0.9200000000000002,70.0
120,0.9400000000000002,70.0
120,0.9600000000000002,70.0
120,0.9800000000000002,70.0
120,1.0000000000000002,64.85899999999975
140,0.0,70.0
140,0.1,70.0
140,0.2,70.0
140,0.30000000000000004,70.0
140,0.4,70.0
140,0.5,70.0
140,0.6000000000000001,70.0
140,0.7000000000000001,70.0
140,0.8,70.0
140,0.8200000000000001,70.0
140,0.8400000000000001,70.0
140,0.8600000000000001,70.0
140,0.8800000000000001,70.0
140,0.9000000000000001,70.0
140,0.9200000000000002,70.0
140,0.9400000000000002,70.0
140,0.9600000000000002,70.0
140,0.9800000000000002,70.0
140,1.0000000000000002,64.375
160,0.0,70.0
160,0.1,70.0
160,0.2,70.0
160,0.30000000000000004,70.0
160,0.4,70.0
160,0.5,70.0
160,0.6000000000000001,70.0
160,0.7000000000000001,70.0
160,0.8,70.0
160,0.8200000000000001,70.0
160,0.8400000000000001,70.0
160,0.8600000000000001,70.0
160,0.8800000000000001,70.0
160,0.9000000000000001,70.0
160,0.9200000000000002,70.0
160,0.9400000000000002,70.0
160,0.9600000000000002,70.0
160,0.9800000000000002,70.0
160,1.0000000000000002,64.4
180,0.0,70.0
180,0.1,70.0
180,0.2,70.0
180,0.30000000000000004,70.0
180,0.4,70.0
180,0.5,70.0
180,0.6000000000000001,70.0
180,0.7000000000000001,70.0
180,0.8,70.0
180,0.8200000000000001,70.0
180,0.8400000000000001,70.0
180,0.8600000000000001,70.0
180,0.8800000000000001,70.0
180,0.9000000000000001,70.0
180,0.9200000000000002,70.0
180,0.9400000000000002,70.0
180,0.9600000000000002,70.0
180,0.9800000000000002,70.0
180,1.0000000000000002,64.375
199,0.0,70.0
199,0.1,70.0
199,0.2,70.0
199,0.30000000000000004,70.0
199,0.4,70.0
199,0.5,70.0
199,0.6000000000000001,70.0
199,0.7000000000000001,70.0
199,0.8,70.0
199,0.8200000000000001,70.0
199,0.8400000000000001,70.0
199,0.8600000000000001,70.0
199,0.8800000000000001,70.0
199,0.9000000000000001,70.0
199,0.9200000000000002,70.0
199,0.9400000000000002,70.0
199,0.9600000000000002,70.0
199,0.9800000000000002,70.0
199,1.0000000000000002,64.375
